fixture_id,pdf,page_no,layout,confidence,reason,heuristic_label,heuristic_confidence,text_snippet
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",126,index_page,medium,image heuristic fallback,index_page,0.58,"2.  WIRING 2-62 Connection of Antenna cable For existing antenna cable, see section 2.10 ""LAN Signal Converter"". 1. Remove the spacers to pass the antenna cable on the upper plate. 2. Fasten the cable to the post part of the plate with a cable tie (local supply). Con- nect the inner/outer shields and the extra wires of the existing cable to the ground  terminal. Note: Be sure the vinyl sheath of the cables is on the post. 3. Pass the cable to connect the WAGO connector on the TB Board 03P9648  t"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",127,index_page,medium,image heuristic fallback,index_page,0.58,"2.  WIRING 2-63 4. Remount the plastic cover and the power cable cover. Connection of cables for serial, contact signal lines and sub monitors of EC- DIS 1. Unfasten the four bolts dashed circled below to remove the upper plate of the ca- ble clamp. 2. Remove the spacers to pass the appropriate cables on the upper and lower  plates. The recommended cable entrances are shown as below. 3. Fasten the cables to the post part of the plates with cable ties (local supply). Note: Be sure the vinyl sheat"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",129,index_page,medium,matrix/cross-reference keywords,index_page,0.58,"2.  WIRING 2-65 3.  Fasten the cable to the post part of the plate  with a cable tie (local supply). Note: Be sure the vinyl sheath on the post. 4. Pass the cables to the TB board 03P9648 and clamp the shield of the cable with  the cable clamp (A) shown in the following figure. Then, connect to J611 and J612. Connection of cable of LAN, Monitor Unit, VDR Connect the cables of Intelligent HUB (HUB-3000) and Switching HUB (HUB-100) to  the LAN ports in front of the Processor Unit. Connect the cabl"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",131,index_page,medium,image heuristic fallback,index_page,0.58,2.  WIRING 2-67 RGB signal from the DVI-I. See the operator’s manual supplied with the VDR. Ad- justment of the output is necessary. Menu Setting (For MU series monitors) The [INSTALLATION SETTING] menu appears only when the power is turned on for  the first time after installation of the monitor unit. Adjust the settings referring to the following table. *: [DVI PWR SYNC] is the slide switch at the bottom rear of the monitor unit. Confirm  that this switch is set to [ON] (default setting). See 
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",133,index_page,medium,image heuristic fallback,index_page,0.58,"2.  WIRING 2-69 Method 2: Using antenna cable RW-9600 2.10.2 Wiring in the Antenna Unit with LAN Signal Converter pre-in- stalled (X-band radar only) Note: If the Antenna Unit does not included the LAN Signal Converter, the converter  kit (available as an optional extra) is required. See ""LAN Signal Converter Kit  (option)"" on page 2-68. Dismount the transceiver unit in the Antenna Unit. See section 2.2.2, for details.  1. Unfasten the coaxial cable from the converter in the Antenna Unit, then u"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",134,index_page,medium,image heuristic fallback,index_page,0.58,"2.  WIRING 2-70 2.10.3 Wiring in the Processor Unit installed the LAN Signal Convert- er already (X-band radar only) 1. Disconnect the connection (A) between the converter and BNC case. Unfasten  two screws (B) on the BNC case assembly to remove the BNC case assembly  from the Processor Unit. 2. Loosen two screws on the BNC case. Attach the coaxial cable from the Antenna  Unit. 3. Loosen the screws (C) on the BNC case assembly,  then attach the BNC case assembly to the original  position in the "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",135,index_page,medium,image heuristic fallback,index_page,0.58,"2.  WIRING 2-71 Note: The TEST button is for factory use. Do not operate the button. 2.11 Junction Box (option) For X-band radars, the Junction boxes are  required when the distance between the An- tenna Unit and Processor Unit is greater than  100 meters (max. 460 meters); for example,  the Antenna Unit is installed on the foremast.  Use signal cable RW-9600 (×2), power cable  DPYCY-6 (×3), and coaxial cable RG-12/ UY(×3). Pass each cable through its cable gland as  shown to the right. LAN OFF "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",136,index_page,medium,image heuristic fallback,index_page,0.58,2.  WIRING 2-72 2.12 Intelligent HUB (option) Secure the LAN cables to the cable clamps on the HUB-3000 with cable ties (sup- plied). 2.13 VDR Connection The Processor Unit has the DVI-I port or the LAN port for connection of a VDR. 2.13.1 DVI-I (Analog RGB) port connection • Use the optional RGB cable (DVI-BNCX5+GND-L2.0) to connect the VDR. • The DVI-D port and DVI-I port have their own circuits. This prevents interruption of  the radar picture shown on the main monitor connected to the DVI-D 
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",137,index_page,medium,contents/index keyword,index_page,0.58,"3-1 3. ADJUSTMENTS Note: After completing the settings and adjustments, copy the setting data to a SD- card* (USB flash memory* for C-type radars), referring to the Operator's Manual. This  will allow easy restoration of setting data after the MAIN Board is replaced, etc.  *: The SD card slot is in front of the Processor Unit, and the USB flash memory slot is  connected to the RP board 03P9657. At the first start-up after installation, turn on  the Processor Unit with the main switch. Open  the "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",138,index_page,medium,contents/index keyword,index_page,0.58,3.  ADJUSTMENTS 3-2 RCU-015/016 RCU-031 How to Use the Menu 1. Press the Power key to turn on the unit. 2. Press the MENU key or click the [MENU] box to  open the main menu. The [RADAR INSTALLATION] menu does not ap- pear when the unit is first turned on. It appears on  the main menu after displaying it by following the  procedures on the section 3.1 and is displayed until  the unit is turned off. 3. Operate the track ball or the mouse wheel to select  a menu item then click the left button. 4. 
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",139,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-3 3.1 Radar Installation Menu The [RADAR INSTALLATION] menu has various items through two pages for adjust- ment of the radar. To show this menu;  For RCU-014/031: Press and hold the HL OFF key, then press the MENU key five  times. For RCU-015/016: Put the cursor on the [MENU] box. Press and hold the F1 key, then  right-click five times. Tuning initialization Tuning initialization is required before setting up the radar. Open the main menu then select [ECHO]→  [TUNING INITIALIZ"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",141,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-5 3.4 How to Suppress Main Bang Main bang is the clutter at the center of the screen that you typically see on the radar  display, and it may mask close-in targets. If main bang appears at the screen center,  suppress it as follows. 1. Transmit the radar on a long range and then wait ten minutes. 2. Adjust the gain to show a slight amount of noise on the display. 3. Select the 0.125 NM range, and turn off the A/C SEA and A/C RAIN controls. 4. Show the [RADAR INSTALLATION] menu,"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",142,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-6 When using the number keys, the indication is first selected as a whole. At this time,  you can toggle between plus ""+"" or minus ""-"". Press the 8 key for ""-"", press the 2 key  for ""+"". If single digits are highlighted, toggle is not possible. In this case, press the  CANCEL/TRAILS key to re-highlight the whole indication. [RING SUPPRESSION] Remove “ring” noise which appears with the waveguide type radars. Adjust so the  rings disappear at the range of 0.125 m. The setting ran"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",143,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-7 [CLOSE TGT ES LEVEL] Select the effect level of the echo stretch around own ship which is selected in  [CLOSE TGT ES MODE] among six enlarging patterns. The higher the number the  greater the amount of stretch. To disable echo stretch, select [OFF] (default).  The six enlarging patterns are shown in the table below, “Distance 1” means that the  distance is closer to the own ship, and “Distance 3” means that the distance gets far- ther. “Distance 3” is about half of display ra"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",145,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-9 3.5.3 [SCANNER] menu Open the main menu then select [RADAR INSTALLA- TION]→ [SCANNER] to open the [SCANNER] menu. [SECTOR BLANK1(2)] Set area(s) where to prevent transmission. Heading must  be properly aligned (see section 3.2) before setting any  blind sector. For example, set the area where an interfer- ing object at the rear of the antenna would produce a dead  sector (area where no echoes appear) on the display. To  enter an area, enter start bearing relative to the headi"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",146,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-10 [DUAL RADAR SETTINGS] When installing two FAR-2xx8 series radars, the im- age from both radars (main radar and external radar)  may be shown together on one radar display. Note 1: This function is NOT available between the  FAR-2xx8 radar and other radars. Note 2: This function is available only for A/B type  radars using software version 01.**/03.**. Note 3: This function is not available when [HSC] is  set to [ON]. Note 4: When [COMBINE] is selected, some func- tion are un"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",148,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-12 3.5.4 [INSTALLATION] menu Open the main menu then select [RADAR INSTALLATION]→ [INSTALLATION] to  open the [INSTALLATION] menu through two pages. On the page 1, select [NEXT] to  open the page 2. [RANGE UNIT] For B/C/W-type radars, select the range unit, [NM], [SM], [KM] or [kyd] then push the  left button. For the all other radar types, the range unit is fixed at [NM] so this menu is  not shown. [RADAR No.] For multiple radar system using the network hub, set number (name) "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",149,index_page,medium,contents/index keyword,index_page,0.58,"3.  ADJUSTMENTS 3-13 • [30UP]: For FAR-2238S(-BB)/2338S • [30DOWN]: For FAR-2338SW • [S-NXT]: For FAR-2238S-NXT(-BB)/2338S-NXT • [50]: For FAR-2258 • [60]: For FAR-2268DS • [X-NXT]: For FAR-2228-NXT(-BB)/2328-NXT [TYPE] Select the type of radar.                                                                          (: Available,  —: Not available) [ON TIME], [TX TIME] These items show the number of hours the radar has been turned on and transmitted,  respectively. Value can be changed; for ex"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",150,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-14 2. Select [PM GAIN ADJ] then spin the scrollwheel so that the outer arc faintly ap- pears. The setting range is 0 to 255 (default: 255). Wait at least eight scans then  right click to set. Note: Turn off a stern blind sector before adjusting the PM gain, to display the  echo from the performance monitor properly. [PM GRAPH RESET] This menu is active only when the PM is connected to the Antenna Unit. Select [YES] to reset all PM graphs, after replacing the magnetron. Note 1: "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",151,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-15 [ANT CABLE] Select the method of connection between the radar  sensor and the Processor Unit. [LAN] (LAN cable only)  or [LAN+COAXIAL] (LAN and coaxial cables). Select  [LAN+COAXIAL] when the optional LAN Signal Converter is installed. [ICE MODE SETTINGS] For the radars using software version 01.**/03.**. To activate this settings, the paid un- lock code is required. For the unlock code purchase, contact your dealer. [RADAR] Select radar from [MAIN] or [SUB] to activate the "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",152,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-16 Note: [48NM] is available only for the [MODEL] setting is set to [50] or [60] (see  ""[MODEL]"" on page 3-12). [TT ECHO LEVEL] Set the detection level of echoes. The setting range is 1 to 31 (default: 13). [QV DISPLAY] This function is used for diagnostic purposes. • [OFF]: Normal picture (default) • [ON]: Quantized video. Default setting is restored when the power is turned off. [TT W/O GYRO] Select [ON] to use TT without a gyro (default: [OFF]). If [OFF] is selected, TT can "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",153,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-17 [TRACK PRESET] • [GATE SIZE]: Set the gate size among [S], [M], [L] or [LL]  (default: [M]) • [FILTER RESPONSE]: Set the filter response function.  The setting range is 1 to 4. [1]: Filter response is improved (default). [4]: Filter stability is improved. • [LOST COUNT]: Set the number of scans to allow before  a target is declared a lost target. The setting range is 1 to  20 scans (default: [9SCAN]). • [MAX SPEED]: Set the maximum tracking speed. The  setting range is 40 to"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",155,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-19 The available alerts are as follows: <For IMO-type radars using software version 01.**/03.**> <For Fishing specifications radars using software version 50.**> To monitor for Processor Unit failure, connect SYS_FAIL and PWR_FAIL from ter- minal J613 in the Processor Unit to the AMS. ALERT DATA OUT Select the alert output format, [ALR] or [ALF] (default). After changing this setting, the  system should be reboot. AIS ALERT I/F Set the AIS alert interface. [OFF] does not output"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",156,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-20 LOG(BT) ALERT Select [ON] to activate alert ""NO LOG(BT) SIGNAL"" for signal loss of speed over  ground. LOG(WT) ALERT Select [ON] to activate alert ""NO LOG(WT) SIGNAL"" for signal loss of speed through  water. 3.5.8 [INPUT PORT SETTINGS] menu The input signals to the ports on the Processor Unit are shown below. Default setting Setting for multiple sensors The input signal setting for each port can be set in the [INPUT PORT SETTINGS]  menu. PROCESSOR  UNIT RPU-025 Gyrocompass  "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",159,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-23 3.5.9 [NET WORK SETTINGS] menu Open the main menu then select [RADAR INSTAL- LATION]→ [NEXT]→ [NETWORK SETTINGS] to  open the [NETWORK SETTINGS] menu. Note 1: Network settings should be done while the  radar is disconnected from the LAN network, as a  standalone radar. Note 2: The system restarts automatically after the  network settings are changed. Note 3: When you change the radar number, this  equipment restarts automatically. After restarting,  confirm the IP address in"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",160,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-24 For the program version 03.**, select network class [CLASS B] or [CLASS C]. If [DE- FAULT] is selected, reboot the system with [CLASS C] and the IP address is set to  192. 168. 000. 001. *: For the program version 03.** [MULTICAST ADDRESS] Set the multicast address with the cursor and the keypad. [VDR SETTINGS] Note: This menu is NOT available for C-type radars. • [VDR LAN OUTPUT]: Select [ON] to output the VDR  signal through LAN connection.  For [ON], set the multicast por"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",161,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-25 [RX SETTINGS] Select [ON] to receive the following data signals: • [MISC]: Other equipment data (sensor of engine etc.) • [TGTD]: Target data • [SATD]: Satellite data • [NAVD]: Navigation data • [TIME]: Time • [PROP]: Specified data by manufacturer or user • [CAM1], [CAM2]: Alert management data (ACK,  ACN and HBT sentences) Note: This menus are available only on the radars  using software version “03.**”. TX SETTINGS • [BAM PORT SETTING]: Select the port which trans- mits d"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",162,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-26 [DEMO ECHO] Select the type of simulated echo to use. [EG-3000] (Echo Generator), [TT-TEST],  [PC] or [EG-4000]. Select [OFF] to deactivate this feature (default: [OFF]). [EAV W/O GYRO] The echo averaging feature can be used without a gyrocompass. Select [ON] to use  the feature without a gyrocompass (default: [OFF]). [ECDIS] Select the ECDIS communication method, [SERIAL] or [LAN]. Select [OFF] for no EC- DIS connection (default: [OFF]). [EXT BRILL CONTROL] Select [ON] to a"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",163,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-27 [SHUTTLE FERRY SWITCH] Note: This menu is NOT available on the radars with software version 50.**. Select a port to detect a navigation direction of a shuttle ferry (default: [RS-232C]). [ECDIS ROUTE DISPLAY] Note: This menu is NOT available on the radars with software version 50.**. Select [NORMAL] to show the routes with a straight lines, [LEGACY] to show the  routes with a curve lines. [ARPA OUTPUT PORT] Select the TT output setting for LAN. For normal use, select [LEGACY"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",164,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-28 5. Select [RUN]. The message ""PROCESS- ING. PLEASE WAIT."" appears, then the  [CHART ADMINISTRATION] menu ap- pears. 6. Select [COPY CHART FROM USB DE- VICE] to display the list for data in the USB flash memory. 7. Select the chart data to copy. 8. Select [SELECT CHART TO COPY]. The confirmation message appears. 9. Select [RUN] to copy the chart data. 10. Click the left button. 11. Do one of the following methods to unlock the chart data. How to unlock the chart data automati"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",165,index_page,medium,image heuristic fallback,index_page,0.58,"3.  ADJUSTMENTS 3-29 1. Connect the USB flash memory with chart data on it in the USB drive from the RP  board. 2. Press the MENU key to open the main menu. 3. Select [INITIAL SETTINGS]. 4. Select [UPDATE CHART]. The following message appears. 5. Select [RUN]. The message ""PROCESS- ING. PLEASE WAIT."" appears, then the  [CHART ADMINISTRATION] menu ap- pears. After restarting, the unlock code is saved in  the USM flash memory. The file name is 20  characters of this system ID, file extension:  uc."
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",167,index_page,medium,contents/index keyword,index_page,0.58,"4-1 4. INPUT/OUTPUT DATA 4.1 Processor Unit Input and output data are shown in the table below. Note: This radar accepts position data fixed by WGS-84 geodetic datum only. Set the  datum to WGS-84 on the EPFS (GPS, etc.) connected to this radar. If other type of  datum is input, the error message ""DATUM"" appears and the AIS feature is inopera- tive. Input *: Data input cycle must be more than 40 Hz (high speed craft) or 20 Hz (conventional  ships). **: For C-type radars only Data Specification C"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",168,index_page,medium,contents/index keyword,index_page,0.58,"4.  INPUT/OUTPUT DATA 4-2 Output **: These sentences are output in order of targets close to the own ship. The output  sentence and mode can be set at the [TT PRESET] menu (See section 3.5.5). The  baudrate can be set at the [BAUD RATE] menu (See section 3.5.6).  IEC 61162 input sentence and priority Data Specification Contents Remarks Radar system  data IEC 61162-1, RS-232C, IEC 61162-450 RSD, OSD, TLL For ECDIS, PC plotter TT data** IEC 61162-1, IEC 61162-450 TTD, TTM, TLB For ECDIS  Alert han"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",169,index_page,medium,contents/index keyword,index_page,0.58,"4.  INPUT/OUTPUT DATA 4-3 *1: THS and HDT are IEC 61162-2. All other sentences are IEC 61162-1 ed5. *2: For retrofit. *3: To priority of GLL data, see ""[PRIORITIZE GLL]"" on page 3-21. *4: NOT for IMO-type radars installed with software version 01.**/03.**. *5: For C-type radars. *6: NOT for the radars installed with software version 03.**. IEC 61162 output sentence *: NOT for the radars installed with software version 03.**. Alert  interface The alert interface for this equipment are shown as fo"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",172,index_page,medium,image heuristic fallback,index_page,0.58,"AP-2 APPX. 2 DIGITAL INTERFACE Digital Interface • Input sentence ABK, ACK, ACN, ALR, BWC, BWR, CUR, DBK*1, DBS*1, DBT, DDC, DPT, DTM, GGA, GLL,  GNS, HBT, HDG*2, HDM*2, HDT*1, MTW, MWV, OSD, RAQ, RMB, RMC, ROT, RTE, THS,  TLL*3, TTM*2, VBW, VDM, VDO, VDR, VHW, VSD, VTG, VWR*1, VWT*1, WPL, ZDA • Output sentences ABM, ACK*4, AIQ, ALC, ALF, ALR, ARC, BBM, DDC, EVE, HBT, OSD, RSD, TLB, TLL*3, TTD,  TTM, VSD *1: For retrofit. *2: For C-type radars. *3: NOT for IMO/A-type radars installed with softwa"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",173,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-3 ACK - Acknowledge alarm ACN - Alert command ALR - Set alarm state BWC - Bearing and distance to waypoint – Great circle BWR - Bearing and distance to waypoint – Rhumb line $--ACK,xxx*hh<CR><LF>                   1         1. Unique alarm number (identifier) at alarm source (000 to 999) $--ACN,hhmmss.ss,aaa,x.x,x.x,ca,a*hh<CR><LF>                        1            2     3   4   5  6           1. Time (hh=00 to 23, mm=00 to 59, ss.ss=00.00 to 60.99, null) 2. Manufa"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",174,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-4 CUR - Water current layer – Multi-layer water current data DBK - Depth below keel DBS - Depth below surface DBT - Depth below transducer DDC - Display dimming control DPT - Depth $--CUR,A,x,x.x,x.x,x.x,a,x.x,x.x,x.x,a,a*hh<CR><LF>             1  2  3   4    5  6   7   8   9  1011   1. Validity of data (A=Valid) 2. Data set number (No use) 3. Layer number (1 to 5) 4. Current depth in meters (No use) 5. Current direction in degrees (0.0 to 359.9) 6. Direction referen"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",175,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-5 DTM - Datum reference GGA - Global positioning system fix data GLL - Geographic position, latitude/longitude GLL - Future position $--DTM,ccc,a,x.x,a,x.x,a,x.x,ccc*hh<CR><LF>                1  2  3  4  5   6  7    8 1. Local datum (W84=WGS84, W72=WGS72, S85=SGS85, P90=PE90, three characters) 2. Local datum subdivision code (No use) 3. Lat offset, min (No use) 4. N/S (No use)  5. Lon offset, min (No use) 6. E/W (No use)  7. Altitude offset, meters (No use) 8. Refere"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",176,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-6 GNS - GNSS fix data HBT - Heartbeat supervision sentence HDG - Heading, Deviation and Variation  HDM - Heading, Magnetic HDT - Heading, true MTW - Water temperature MWV - Wind speed and angle $--GNS,hhmmss.ss,llll.ll,a,yyyyy.yy,a,c--c,xx,x.x,x.x,x.x,x.x,x.x,a*hh<CR><LF>                      1           2   3       4     5   6    7   8    9   10  11  12 13 1. UTC of position (No use) 2. Latitude  (0000.0000 to 9000.0000) 3. N/S 4. Longitude (00000.0000 to 18000.0000"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",177,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-7 OSD - Own ship data RAQ - Query sentence RMB - Recommended minimum navigation information. RMC - Recommended minimum specific GNSS data ROT- Rate of turn $--OSD,x.x,A,x.x,a,x.x,a,x.x,x.x,a*hh<CR><LF>               1  2   3  4   5  6  7   8   9 1. Heading, degrees true (No use) 2. Heading status (No use) 3. Vessel course, degrees true (0.0 to 359.9) 4. Course reference (B=Bottom tracking log, M=Manually entered, W=Water referenced, P=Positioning system ground  refer"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",178,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-8 RTE - Routes THS - True heading and status TLL - Target Latitude and Longitude TTM - Tracked Target Message VBW - Dual ground/water speed $--RTE,x.x,x.x,a,c--c,c--c, ●   ● ,c--c*hh <CR><LF>               1    2  3   4     5    ●   ●      n 1. Total number of sentences being transmitted (1 to 50, null) 2. Sentence number (1 to 50, null) 3. Sentence mode (c:complete route, all waypoints, w:working route, first listed waypoint is ""FROM"", second is ""TO""  and remaining "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",179,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-9 VDM - AIS VHF data-link message VDO - AIS VHF data-link own-vessel report VDR - Set and drift VHW - Water speed and heading VSD - AIS voyage static data !--VDM,x,x,x,a,s--s,x*hh<CR><LF>             1 2 3 4   5    6 1. Total number of sentences needed to transfer the message (1 to 9) 2. Sentence number (1 to 9) 3. Sequential message identifier (0 to 9, null) 4. AIS channel Number (A, B, null) 5. Encapsulated ITU-R M.1371 radio message (1 to 63 bytes) 6. Number of fi"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",180,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-10 VTG - Course over ground and ground speed VWR - Wind relative Bearing and Velocity  VWT - True wind speed and angle WPL - Waypoint location ZDA - Time and date $--VTG,x.x,T,x.x,M,x.x,N,x.x,K,a*hh <CR><LF>              1   2  3   4  5   6   7  8  9 1. Course over ground, degrees (0.0 to 359.9) 2. T=True (fixed) 3. Course over ground, degrees (No use) 4. M=Magnetic (No Use) 5. Speed over ground, knots (0.0 to 999.9) 6. N=Knots (fixed) 7. Speed over ground (0.0 to 99"
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",181,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-11 Output sentences ABM - AIS addressed binary and safety related message ACK - (See input sentences on page AP-3. NOT for the radars with software version 03.**.)  AIQ - Query sentence ALC - Cyclic alert list ALF - Alert sentence !--ABM,x,x,x,xxxxxxxxx,x,xx,s--s,x*hh<CR><LF>            1 2 3       4         5  6    7  8 1. Total number of sentences needed to transfer the message (1 to 9) 2. Message sentence number (1 to 9) 3. Message sequence identifier (0 to 3) 4. "
test4_furuno_far2xx8_radar,"Test/Test 4/IME36520W_FAR2xx8 pg No 18-29,132,197-215.pdf",182,index_page,medium,image heuristic fallback,index_page,0.58,"APPX. 2 DIGITAL INTERFACE AP-12 ALR - Set alarm state ARC - Alert command refused BBM - AIS broadcast binary message DDC - Display dimming control EVE - General event message HBT - Heartbeat supervision sentence $--ALR,hhmmss.ss,xxx,A,A,c—c*hh<CR><LF>                        1        2   3 4    5 1. Time of alarm condition change, UTC (000000.00 to 235959.99, 235960.00 to 235960.99, 240000.00 to 240000.99,  240001.00 to 240001.99, null) 2. Unique alarm number (identifier) at alarm source (000 to "
